0,1,90
1,0,304
2,1,172
3,0,140
4,1,100
5,0,104
6,1,96
7,0,96
8,1,100
9,0,98
10,1,98
11,0,98
12,1,98
13,0,106
14,1,98
15,0,98
16,1,100
17,0,98
18,1,102
19,0,98
20,1,104
21,0,98
22,1,96
23,0,94
24,1,98
25,0,96
26,1,98
27,0,96
28,1,98
29,0,96
30,1,98
31,0,98
32,1,98
33,0,100
34,1,94
35,0,94
36,1,98
37,0,94
38,1,98
39,0,100
40,1,96
41,0,98
42,1,96
43,0,96
44,1,98
45,0,96
46,1,96
47,0,98
48,1,96
49,0,96
50,1,108
51,0,96
52,1,96
53,0,96
54,1,94
55,0,92
56,1,96
57,0,98
58,1,96
59,0,128
60,1,96
61,0,98
62,1,104
63,0,96
64,1,98
65,0,98
66,1,100
67,0,98
68,1,96
69,0,96
70,1,92
71,0,100
72,1,104
73,0,94
74,1,102
75,0,96
76,1,98
77,0,98
78,1,96
79,0,96
80,1,106
81,0,96
82,1,96
83,0,98
84,1,102
85,0,98
86,1,98
87,0,100
88,1,98
89,0,98
90,1,96
91,0,96
92,1,96
93,0,98
94,1,92
95,0,116
96,1,96
97,0,102
98,1,96
99,0,100
0,1,102
1,0,90
2,1,110
3,0,106
4,1,104
5,0,96
6,1,98
7,0,96
8,1,104
9,0,100
10,1,100
11,0,96
12,1,98
13,0,96
14,1,100
15,0,92
16,1,96
17,0,102
18,1,96
19,0,98
20,1,94
21,0,96
22,1,94
23,0,98
24,1,94
25,0,96
26,1,102
27,0,98
28,1,98
29,0,100
30,1,96
31,0,96
32,1,94
33,0,96
34,1,100
35,0,92
36,1,100
37,0,104
38,1,96
39,0,100
40,1,94
41,0,100
42,1,100
43,0,98
44,1,106
45,0,96
46,1,98
47,0,98
48,1,98
49,0,96
50,1,96
51,0,94
52,1,96
53,0,102
54,1,100
55,0,98
56,1,102
57,0,96
58,1,92
59,0,98
60,1,98
61,0,100
62,1,94
63,0,98
64,1,96
65,0,98
66,1,102
67,0,96
68,1,98
69,0,98
70,1,100
71,0,104
72,1,96
73,0,98
74,1,96
75,0,96
76,1,102
77,0,98
78,1,96
79,0,94
80,1,96
81,0,102
82,1,96
83,0,98
84,1,100
85,0,94
86,1,98
87,0,102
88,1,96
89,0,96
90,1,98
91,0,94
92,1,94
93,0,96
94,1,96
95,0,92
96,1,94
97,0,96
98,1,96
99,0,98
0,1,98
1,0,98
2,1,94
3,0,94
4,1,96
5,0,98
6,1,98
7,0,98
8,1,104
9,0,98
10,1,100
11,0,98
12,1,94
13,0,92
14,1,100
15,0,96
16,1,98
17,0,98
18,1,96
19,0,108
20,1,108
21,0,98
22,1,96
23,0,94
24,1,94
25,0,96
26,1,98
27,0,98
28,1,100
29,0,100
30,1,94
31,0,106
32,1,98
33,0,102
34,1,94
35,0,94
36,1,96
37,0,104
38,1,98
39,0,96
40,1,98
41,0,92
42,1,96
43,0,96
44,1,96
45,0,96
46,1,96
47,0,96
48,1,98
49,0,94
50,1,94
51,0,96
52,1,98
53,0,92
54,1,94
55,0,96
56,1,98
57,0,94
58,1,98
59,0,94
60,1,100
61,0,94
62,1,96
63,0,96
64,1,98
65,0,98
66,1,96
67,0,94
68,1,94
69,0,102
70,1,98
71,0,98
72,1,98
73,0,100
74,1,98
75,0,98
76,1,94
77,0,104
78,1,100
79,0,98
80,1,102
81,0,96
82,1,96
83,0,94
84,1,94
85,0,92
86,1,94
87,0,94
88,1,96
89,0,94
90,1,96
91,0,98
92,1,96
93,0,90
94,1,94
95,0,96
96,1,96
97,0,92
98,1,98
99,0,94
0,1,92
1,0,92
2,1,94
3,0,94
4,1,94
5,0,90
6,1,96
7,0,96
8,1,96
9,0,96
10,1,98
11,0,96
12,1,98
13,0,96
14,1,96
15,0,94
16,1,96
17,0,96
18,1,98
19,0,94
20,1,96
21,0,98
22,1,98
23,0,98
24,1,96
25,0,100
26,1,96
27,0,96
28,1,98
29,0,102
30,1,96
31,0,96
32,1,96
33,0,98
34,1,98
35,0,98
36,1,96
37,0,94
38,1,96
39,0,98
40,1,98
41,0,108
42,1,96
43,0,118
44,1,104
45,0,100
46,1,98
47,0,98
48,1,96
49,0,94
50,1,98
51,0,96
52,1,98
53,0,98
54,1,100
55,0,98
56,1,96
57,0,92
58,1,94
59,0,100
60,1,98
61,0,98
62,1,100
63,0,100
64,1,106
65,0,100
66,1,96
67,0,100
68,1,96
69,0,94
70,1,98
71,0,96
72,1,96
73,0,114
74,1,94
75,0,98
76,1,96
77,0,98
78,1,98
79,0,102
80,1,102
81,0,96
82,1,96
83,0,100
84,1,98
85,0,94
86,1,98
87,0,94
88,1,100
89,0,96
90,1,98
91,0,98
92,1,98
93,0,102
94,1,96
95,0,98
96,1,102
97,0,112
98,1,98
99,0,100
0,1,98
1,0,102
2,1,98
3,0,96
4,1,94
5,0,94
6,1,96
7,0,90
8,1,96
9,0,100
10,1,98
11,0,102
12,1,94
13,0,96
14,1,108
15,0,98
16,1,96
17,0,94
18,1,96
19,0,104
20,1,100
21,0,96
22,1,94
23,0,96
24,1,98
25,0,98
26,1,96
27,0,100
28,1,96
29,0,96
30,1,96
31,0,96
32,1,100
33,0,96
34,1,96
35,0,100
36,1,100
37,0,100
38,1,96
39,0,96
40,1,100
41,0,94
42,1,96
43,0,98
44,1,110
45,0,98
46,1,96
47,0,102
48,1,100
49,0,94
50,1,98
51,0,102
52,1,104
53,0,98
54,1,98
55,0,100
56,1,102
57,0,96
58,1,98
59,0,94
60,1,100
61,0,98
62,1,96
63,0,104
64,1,108
65,0,100
66,1,94
67,0,94
68,1,108
69,0,100
70,1,96
71,0,100
72,1,98
73,0,96
74,1,96
75,0,96
76,1,96
77,0,98
78,1,94
79,0,98
80,1,100
81,0,98
82,1,100
