0,1,1746
1,0,2088
2,1,1814
3,0,1716
4,1,1708
5,0,1712
6,1,1674
7,0,1658
8,1,1684
9,0,1726
10,1,1676
11,0,1718
12,1,1648
13,0,1678
14,1,1738
15,0,1678
16,1,1738
17,0,1678
18,1,1744
19,0,1716
20,1,1704
21,0,1722
22,1,1716
23,0,1706
24,1,1710
25,0,1682
26,1,1642
27,0,1782
28,1,1784
29,0,1714
30,1,1656
31,0,1714
32,1,1686
33,0,1718
34,1,1720
35,0,1718
36,1,1656
37,0,1718
38,1,1750
39,0,1740
40,1,1716
41,0,1720
42,1,1682
43,0,1686
44,1,1676
45,0,1740
46,1,1670
47,0,1744
48,1,1710
49,0,1688
50,1,1672
51,0,1700
52,1,1674
53,0,1686
54,1,1758
55,0,1732
56,1,1638
57,0,1674
58,1,1772
59,0,1688
60,1,1702
61,0,1766
62,1,1676
63,0,1700
64,1,1692
65,0,1734
66,1,1676
67,0,1674
68,1,1704
69,0,1710
70,1,1688
71,0,1698
72,1,1708
73,0,1702
74,1,1712
75,0,1708
76,1,1704
77,0,1714
78,1,1694
79,0,1686
80,1,1772
81,0,1718
82,1,1784
83,0,1722
84,1,1728
85,0,1708
86,1,1700
87,0,1694
88,1,1700
89,0,1694
90,1,1722
91,0,1756
92,1,1672
93,0,1680
94,1,1636
95,0,1646
96,1,1694
97,0,1684
98,1,1648
99,0,1686
0,1,1738
1,0,1708
2,1,1782
3,0,1710
4,1,1712
5,0,1706
6,1,1762
7,0,1744
8,1,1700
9,0,1754
10,1,1726
11,0,1746
12,1,1668
13,0,1670
14,1,1678
15,0,1680
16,1,1720
17,0,1704
18,1,1698
19,0,1704
20,1,1654
21,0,1696
22,1,1732
23,0,1698
24,1,1766
25,0,1686
26,1,1706
27,0,1784
28,1,1706
29,0,1744
30,1,1690
31,0,1722
32,1,1694
33,0,1708
34,1,1712
35,0,1708
36,1,1782
37,0,1774
38,1,1788
39,0,1818
40,1,1682
41,0,1684
42,1,1746
43,0,1690
44,1,1676
45,0,1686
46,1,1670
47,0,1704
48,1,1698
49,0,1744
50,1,1740
51,0,1728
52,1,1728
53,0,1686
54,1,1688
55,0,1736
56,1,1784
57,0,1796
58,1,1780
59,0,1778
60,1,1736
61,0,1702
62,1,1684
63,0,1678
64,1,1716
65,0,1734
66,1,1696
67,0,1668
68,1,1740
69,0,1700
