919610438  495237175  1606482368  1287304891  -887722238  1361434943  99843387  697814828  129178536  -1707887043  1423352836  744796695  238072127  -1652511339  -823848391  2024936979  1312746245  -1817174870  1399177132  -1235811286  320434514  -577833041  -1059740922  -449660026  -494765713  -828930307  492524713  635902080  -1588189698  739639186  -741551532  951864361  -575787629  -1924933012  -2544186  -344940931  -1101644954  1357772799  1922758570  346665915  1122867  1146447479  -2003195205  -857870593  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  Measurement Byte ACCESS
366 7 1
356 4 0
428 10 0
358 1 1
356 6 0
404 2 1
446 2 1
446 12 0
460 3 0
212 6 0
362 12 1
414 6 0
400 7 0
232 15 1
208 1 1
826 3 0
208 12 1
362 2 0
736 13 1
684 10 1
404 10 0
214 0 0
364 7 0
422 15 0
246 8 0
458 9 0
404 10 0
210 3 0
356 7 0
208 1 0
526 13 1
364 15 0
208 8 0
530 10 0
360 5 0
384 14 1
364 15 1
208 7 0
354 2 1
362 14 0
408 5 1
350 5 0
210 3 0
356 11 1
482 15 0
448 4 1
382 4 0
208 1 0
210 6 1
410 11 0
366 9 0
210 2 0
210 6 0
370 13 0
360 5 0
414 10 1
210 8 0
392 3 0
526 3 0
208 12 0
358 1 1
212 15 0
408 13 0
350 7 0
364 10 0
360 9 0
208 10 0
362 7 1
248 7 0
214 8 0
580 0 1
210 13 0
592 13 1
406 15 1
214 8 1
832 11 0
360 0 0
428 2 0
1000 1 0
462 4 0
350 3 0
838 11 0
194 10 1
348 7 1
350 7 0
194 4 0
350 12 0
338 0 0
194 8 0
578 12 1
344 14 1
232 9 1
626 1 0
356 2 1
354 8 0
196 2 1
194 4 0
390 2 1
344 1 0
608 12 0
336 5 0
344 1 1
234 9 0
708 12 1
428 10 0
198 11 1
344 10 0
408 0 1
348 8 1
340 6 0
196 9 1
194 9 1
194 9 0
388 4 1
336 4 1
454 10 0
344 1 0
344 3 0
198 5 0
198 1 1
194 0 1
196 8 0
198 7 0
350 4 1
484 3 0
390 13 0
344 12 1
194 2 0
356 2 1
410 12 1
340 5 0
390 15 1
194 9 0
196 3 0
438 8 0
234 13 1
344 4 0
350 2 1
344 2 0
392 13 0
200 7 0
350 6 1
344 2 0
196 13 0
348 2 0
342 5 0
370 0 0
444 12 1
338 3 0
522 12 0
196 4 1
200 11 0
196 1 0
352 11 1
388 3 0
392 6 1
194 5 1
232 12 0
390 8 1
390 12 0
346 14 0
198 11 0
344 7 1
394 10 1
198 4 0
344 1 0
192 7 1
350 12 0
392 6 0
346 2 1
756 14 0
344 7 0
342 15 0
800 14 0
194 10 1
196 1 0
198 5 1
392 2 0
358 2 0
368 15 1
196 15 1
630 4 0
346 4 1
342 9 0
196 3 0
574 11 0
348 15 1
346 0 0
200 7 0
390 1 0
386 3 0
524 14 0
394 7 0
194 1 1
344 3 0
338 14 0
390 6 0
342 7 1
336 15 0
194 14 0
434 15 0
474 11 1
468 4 1
198 11 0
348 11 0
394 0 1
196 4 0
582 11 0
348 3 0
348 6 0
348 3 0
392 6 0
448 12 0
196 0 0
618 5 0
348 14 0
348 15 0
196 12 0
196 7 1
200 4 1
198 10 1
196 13 1
198 4 1
428 2 1
350 15 0
346 14 1
338 0 0
194 4 0
344 12 1
196 11 0
398 9 1
198 15 0
344 13 0
340 10 0
450 0 1
338 9 0
346 0 1
196 15 1
438 0 1
436 14 0
344 9 0
196 6 0
198 13 0
194 15 0
196 11 0
234 1 1
390 5 1
396 4 0
196 10 1
196 10 0
400 10 1
346 11 0
342 10 0
200 7 1
194 4 0
354 1 0
234 5 0
194 5 1
196 13 0
350 3 0
440 7 1
392 7 0
674 9 1
200 14 0
348 4 1
344 3 0
690 5 0
386 15 0
342 5 0
196 2 1
194 15 0
342 2 1
348 12 0
194 11 0
346 6 0
346 7 1
194 9 1
608 7 0
368 6 0
338 12 0
198 4 1
388 10 1
194 8 1
196 9 1
350 4 0
390 1 0
194 6 0
196 15 0
348 9 0
234 7 0
348 10 1
196 9 1
192 3 0
392 3 0
386 5 1
346 8 1
340 6 0
384 8 0
342 9 1
344 5 0
768 3 0
194 13 0
348 9 0
344 13 1
194 0 1
194 5 1
350 4 1
346 0 0
198 0 0
194 12 0
196 5 0
388 10 1
192 4 0
348 10 0
192 11 0
494 6 0
192 4 1
346 13 0
346 3 0
344 6 0
494 10 0
340 0 0
386 13 0
340 3 0
416 0 1
350 11 0
198 2 0
390 10 0
196 9 1
350 5 0
348 5 0
392 12 0
194 7 0
198 4 1
194 2 0
196 0 1
198 13 0
196 13 0
196 6 0
510 10 0
356 0 0
348 7 1
340 13 1
396 5 1
234 10 0
344 14 0
198 7 1
386 13 0
196 1 0
354 2 0
198 15 0
394 1 0
194 0 1
344 14 1
344 10 0
234 10 1
194 10 1
346 3 0
344 4 1
388 10 1
348 3 0
196 11 1
194 13 0
192 10 0
392 6 0
196 1 0
380 4 1
474 5 0
194 8 1
350 4 0
342 14 0
466 1 0
346 1 1
194 0 0
388 14 0
194 1 0
344 5 1
762 13 1
194 10 0
356 8 1
352 9 0
340 13 0
760 7 1
342 0 1
348 1 1
200 5 1
194 6 0
194 8 0
386 8 0
346 6 1
746 5 0
342 2 0
346 14 1
696 15 0
350 15 0
196 6 0
196 14 0
394 4 0
196 13 0
382 12 0
518 3 0
196 12 0
198 12 0
196 1 1
348 6 0
386 3 0
352 10 0
344 5 0
194 10 0
392 10 0
388 9 0
342 13 0
344 10 0
382 9 0
336 1 0
342 6 1
384 8 0
194 5 1
344 3 0
194 14 0
196 9 0
232 14 0
198 14 1
194 5 1
342 0 0
390 10 0
342 15 0
190 6 0
194 8 1
192 2 0
396 3 0
196 6 0
388 9 1
798 1 0
198 12 0
352 14 0
700 12 0
194 6 0
346 5 0
194 10 0
620 4 1
342 2 0
346 8 1
800 13 0
342 9 1
354 8 1
198 13 0
480 11 1
196 8 0
346 3 0
348 1 1
390 8 1
198 9 0
352 4 0
352 13 1
460 4 0
198 12 0
194 9 1
196 0 0
192 14 1
346 1 0
346 12 1
340 3 0
196 15 0
346 0 1
198 15 0
386 14 1
386 11 0
344 4 0
198 5 0
350 8 0
434 7 1
346 8 0
336 0 0
340 11 0
382 7 0
342 10 0
370 1 0
390 1 0
196 5 0
194 14 0
346 14 0
196 0 0
344 15 0
356 0 0
196 13 1
350 8 0
196 4 1
382 7 0
346 5 0
196 6 0
354 9 0
340 3 0
348 2 1
196 4 1
350 8 0
352 15 1
342 10 0
470 6 0
232 7 0
356 9 0
396 11 1
364 5 0
198 6 1
394 14 0
784 15 1
350 12 1
346 10 1
194 5 0
346 13 0
366 8 1
350 15 0
196 1 1
196 9 1
388 4 1
344 8 0
196 5 0
196 14 1
198 3 0
196 9 1
350 4 0
694 4 0
196 8 1
200 9 0
348 6 0
390 11 0
348 5 1
196 7 1
394 14 1
338 11 0
196 11 1
344 13 0
192 13 0
350 0 0
344 6 0
196 13 1
386 12 1
342 5 0
348 0 1
198 10 0
394 12 0
342 9 1
344 1 0
340 13 1
478 3 0
196 15 1
348 13 0
194 5 1
390 6 0
338 8 0
430 1 0
342 13 0
386 13 1
344 5 1
342 5 0
386 14 0
454 13 0
344 2 0
344 5 1
192 15 0
344 12 0
196 12 0
196 8 0
344 11 0
396 13 1
346 9 0
380 15 0
194 10 1
342 9 0
350 10 0
348 10 1
410 11 1
340 10 0
342 5 0
348 8 0
194 15 0
344 5 0
368 6 0
200 7 1
196 2 0
414 12 1
344 14 0
342 5 0
392 12 0
342 1 0
356 15 0
338 2 0
392 14 0
382 0 0
346 1 0
392 13 0
196 11 0
344 14 1
338 8 0
396 12 0
200 6 0
196 10 0
264 5 0
372 1 0
222 13 0
218 12 0
370 11 1
218 5 0
708 2 0
222 11 0
380 2 1
372 6 1
218 3 0
222 11 1
220 5 0
222 2 1
512 3 0
378 0 0
378 4 0
748 7 0
372 9 0
372 5 0
376 10 1
220 8 0
218 2 1
218 13 0
218 10 0
216 10 0
220 9 0
374 3 0
370 3 0
410 0 1
468 8 0
372 1 0
414 0 0
222 9 0
218 10 0
220 7 1
420 7 0
380 6 0
224 2 1
220 11 1
416 3 0
372 13 0
380 1 1
494 10 1
380 13 0
370 3 0
220 9 1
374 0 0
222 5 1
218 1 0
426 7 0
374 3 0
370 4 0
222 13 1
420 12 1
370 0 1
224 3 0
372 11 0
224 9 0
372 11 0
422 2 0
368 6 0
220 2 0
220 0 1
372 13 1
216 2 1
378 1 0
372 11 0
412 12 0
370 7 1
222 15 1
380 1 0
420 7 0
368 13 0
220 8 1
218 9 1
366 0 0
220 10 0
364 0 1
420 1 0
378 15 1
366 4 1
220 14 1
372 7 0
220 5 0
370 12 0
218 3 0
374 3 0
380 7 1
216 8 1
372 12 0
224 9 1
226 7 0
420 5 0
218 0 0
382 1 0
418 11 1
224 6 1
376 8 0
376 6 1
444 15 0
370 4 0
224 14 0
420 0 1
374 13 0
220 2 1
382 14 0
424 6 1
376 12 0
220 5 0
474 3 0
372 1 1
222 5 0
370 10 1
218 7 0
374 5 0
376 1 0
216 15 1
370 5 1
224 1 0
370 15 0
420 13 1
368 6 0
376 8 0
216 13 0
218 13 0
374 4 1
720 13 0
480 2 1
374 8 1
552 11 0
254 0 0
216 10 0
220 10 1
428 3 0
216 12 0
224 2 1
376 4 0
220 1 1
376 0 0
422 3 0
372 4 1
562 14 0
254 1 0
224 4 0
374 14 0
418 8 0
368 10 1
370 10 1
602 4 0
376 10 0
222 12 0
814 8 0
214 13 0
374 15 0
380 7 0
412 3 0
372 4 1
220 5 1
566 7 0
378 13 1
372 3 0
372 3 0
218 1 0
380 3 0
374 11 1
374 12 1
220 6 1
374 1 0
466 12 0
460 7 1
370 14 1
218 9 1
420 1 1
392 3 0
404 1 1
390 11 1
404 12 0
360 0 0
200 5 1
498 8 0
378 4 0
368 14 1
412 12 0
220 11 0
224 2 0
376 0 0
408 5 1
390 5 0
356 2 0
204 8 0
362 1 0
200 6 1
362 15 0
200 6 0
370 11 0
364 3 0
374 2 0
698 14 0
374 1 0
368 12 1
414 8 0
196 1 0
354 4 0
352 10 1
220 8 1
374 7 1
382 4 1
650 8 1
372 10 1
376 8 0
376 3 0
652 9 0
384 15 0
378 8 0
222 6 1
220 4 1
414 9 1
364 11 0
202 8 0
368 3 0
376 2 1
224 11 0
374 7 0
374 4 1
580 3 0
364 4 0
218 13 1
350 2 1
404 1 0
396 1 1
222 6 0
426 15 0
372 0 0
218 9 1
218 13 0
222 4 1
382 8 0
376 13 0
364 9 0
420 15 0
378 13 0
402 9 0
390 12 0
234 2 0
198 7 0
236 13 1
350 1 0
350 12 0
396 1 1
200 14 0
198 15 0
214 4 1
218 5 1
198 11 0
374 0 1
374 5 0
220 2 1
214 6 1
370 3 0
436 1 1
222 0 0
372 14 0
372 4 1
370 12 0
416 15 1
368 11 0
344 6 0
398 3 0
368 1 0
342 3 0
362 7 1
390 10 0
356 13 0
216 12 0
544 14 0
354 9 0
356 10 1
246 0 1
358 3 0
372 7 1
238 5 1
236 7 1
454 3 0
346 14 0
224 8 1
222 12 0
220 0 1
374 12 0
414 2 0
242 7 1
350 9 0
568 2 0
204 4 1
398 15 0
350 3 0
400 9 0
210 14 1
224 4 0
372 7 0
414 9 0
374 9 1
368 0 1
396 0 0
396 0 0
372 1 1
220 2 1
402 15 0
238 5 0
198 10 0
404 11 0
198 8 1
374 8 0
538 1 0
380 5 0
346 1 0
204 14 0
370 12 0
434 6 1
352 3 0
196 3 0
374 2 1
420 6 0
372 3 0
226 12 0
374 3 0
370 13 0
374 9 0
714 4 1
462 4 1
354 6 0
214 2 1
350 2 0
352 10 1
696 14 0
198 2 0
200 5 0
218 9 1
384 11 0
414 6 0
222 14 1
370 8 1
216 0 0
368 3 0
378 14 0
198 12 1
354 12 0
198 13 0
406 1 0
482 2 0
392 11 0
348 10 0
200 3 0
472 6 0
372 9 1
408 11 0
196 14 1
372 8 0
196 10 0
346 3 0
352 1 1
228 6 0
410 14 0
368 2 1
368 7 0
224 5 0
226 8 0
198 0 0
404 13 0
620 3 0
444 11 1
398 2 0
634 0 1
202 11 0
390 1 1
478 12 1
376 8 0
376 7 0
220 3 0
218 4 1
370 10 0
516 7 0
360 5 1
200 3 0
242 0 1
350 13 1
420 3 0
380 2 1
380 14 0
364 12 0
400 10 1
442 2 0
752 7 0
196 1 0
418 6 0
410 2 1
198 11 0
394 15 0
418 12 1
208 10 1
418 6 0
222 11 0
434 6 0
414 6 1
418 9 0
220 4 1
416 8 0
218 14 0
220 10 0
220 11 1
418 6 1
220 5 0
418 7 0
430 6 0
398 2 0
218 1 0
390 12 0
396 8 0
216 8 1
222 4 1
422 14 1
418 11 1
216 4 1
430 13 0
224 7 1
420 1 0
424 1 1
428 3 0
222 15 1
462 8 0
430 8 0
528 8 0
222 10 1
224 9 0
370 1 0
424 1 1
404 13 0
442 1 0
552 13 0
406 7 0
422 7 1
446 13 0
390 9 1
250 15 0
390 1 0
202 4 0
222 5 0
468 11 1
418 7 0
420 7 1
218 13 1
228 0 0
372 9 1
374 15 0
220 2 0
414 10 1
382 15 0
222 2 0
220 0 1
414 2 1
368 10 0
374 5 1
424 8 1
224 4 1
220 9 1
370 2 0
416 5 1
384 7 0
372 2 0
370 3 0
416 2 0
374 13 0
196 2 1
236 9 0
402 3 0
358 5 0
202 7 0
398 5 0
220 7 0
720 2 1
224 3 0
382 8 1
378 5 1
442 8 0
374 3 0
368 7 0
424 0 0
980 1 0
370 0 1
370 3 0
580 11 0
380 1 0
372 2 1
222 12 0
470 10 0
370 4 1
368 5 0
748 9 0
500 10 0
370 12 0
398 10 0
204 15 0
354 3 0
376 4 0
396 10 0
354 13 1
216 10 0
418 2 0
372 15 0
378 15 0
222 5 0
422 1 0
406 2 1
220 6 0
406 15 0
444 0 1
346 3 0
392 13 0
238 8 0
350 4 0
216 12 0
204 7 0
438 0 0
202 11 0
400 3 0
370 9 0
220 8 1
220 0 0
418 3 0
380 9 0
200 1 1
406 2 0
376 9 1
370 14 0
500 11 0
372 0 0
464 9 0
350 13 0
204 0 1
380 10 0
220 2 1
372 3 0
240 9 0
348 10 0
376 2 0
220 0 0
378 4 1
376 15 0
422 10 1
530 11 1
350 8 1
236 2 0
560 7 0
348 15 1
222 9 0
374 2 0
426 0 0
364 9 1
380 15 1
424 4 0
372 9 0
374 14 0
376 13 0
222 12 0
370 3 0
376 13 0
218 6 1
378 2 0
376 4 0
374 13 1
420 15 1
390 1 1
362 4 0
406 6 0
394 11 1
368 11 0
350 13 1
418 4 0
380 5 0
250 5 0
392 15 1
222 6 0
370 7 1
586 7 1
374 13 0
218 11 1
372 0 1
214 13 1
218 9 0
220 1 1
220 15 0
220 13 0
374 14 0
222 14 0
220 9 0
416 15 0
212 2 0
354 14 1
202 6 0
238 10 0
204 7 0
222 12 0
220 15 0
380 0 1
372 3 0
432 2 1
636 3 0
424 3 0
374 9 1
416 6 0
376 4 1
224 0 0
620 1 0
436 3 0
220 0 1
376 3 0
214 0 0
400 6 0
350 3 0
406 15 1
370 7 0
402 7 1
464 1 0
440 10 0
368 6 0
200 15 0
414 5 0
206 10 1
372 14 0
372 15 0
416 7 0
196 14 0
374 8 0
224 2 1
216 13 0
356 11 1
202 15 0
376 10 0
482 11 0
220 10 1
414 2 0
220 6 0
376 0 0
562 15 0
196 14 1
362 1 0
444 11 0
412 13 1
224 3 0
374 5 1
228 13 0
378 9 0
376 2 1
428 8 1
676 9 0
452 3 0
406 14 1
498 10 0
358 11 0
368 10 0
412 12 1
400 15 0
374 11 0
366 3 0
426 15 1
374 6 0
470 9 0
220 2 1
372 15 1
222 4 0
416 15 0
240 11 0
218 7 0
222 15 1
220 5 0
422 11 1
424 2 0
426 10 0
220 1 0
218 8 0
426 13 1
436 5 0
224 0 0
418 4 0
428 15 0
210 6 0
416 2 0
440 1 1
432 0 1
414 4 1
418 13 1
198 1 1
216 6 0
390 12 0
198 7 0
386 3 0
244 7 0
402 9 0
204 11 0
434 7 1
416 13 0
428 5 0
374 3 0
422 9 0
418 13 1
406 10 0
402 6 0
198 9 1
366 4 0
218 4 1
374 9 1
368 8 0
222 15 0
424 3 0
370 7 0
378 4 1
420 12 0
368 1 0
366 9 0
204 8 0
200 9 0
236 12 0
364 3 0
404 6 1
422 2 1
452 2 1
372 3 0
410 10 0
370 5 0
220 10 1
218 10 0
196 5 1
426 11 1
220 9 1
418 3 0
376 12 0
222 11 1
370 15 1
372 7 0
224 0 0
384 6 0
370 1 0
224 5 1
438 3 0
390 12 1
404 13 0
200 8 0
370 10 1
200 13 0
236 13 0
196 1 0
348 6 1
396 3 0
376 11 0
216 15 1
224 13 1
418 4 1
374 2 1
370 11 0
418 5 0
370 3 0
378 2 0
224 4 0
420 11 1
370 0 1
366 10 1
220 15 1
222 0 0
376 7 1
214 4 1
430 9 1
202 7 0
218 9 0
398 2 0
236 11 0
206 11 1
422 1 0
374 13 0
220 6 1
376 8 1
420 7 0
394 10 0
388 4 1
354 8 0
202 7 1
376 10 0
228 0 0
418 12 1
374 7 0
220 14 0
380 11 0
416 0 1
372 6 0
404 13 0
200 4 1
218 8 1
352 8 0
392 10 1
222 8 1
220 10 0
224 13 0
218 12 0
416 2 0
376 13 0
224 0 0
420 12 0
372 9 0
392 8 0
344 3 0
400 14 1
382 3 0
404 8 0
218 0 1
208 2 0
350 1 0
358 2 1
424 8 0
222 5 0
214 2 0
436 6 0
350 3 0
198 1 0
418 3 0
412 12 0
252 14 1
348 11 0
210 1 1
350 5 1
348 1 0
236 9 0
196 4 0
200 4 0
348 9 1
720 2 0
236 7 0
354 1 0
348 3 0
234 11 1
398 14 0
198 7 1
198 11 0
396 3 0
396 13 0
200 14 1
514 13 1
236 9 0
390 11 0
196 8 1
198 4 0
204 13 0
206 2 0
224 8 0
506 5 1
376 15 0
428 0 1
220 9 1
370 3 0
376 5 0
418 11 0
218 3 0
388 10 0
212 12 0
360 0 0
358 11 0
396 7 0
238 11 0
198 3 0
240 2 1
420 0 0
354 6 1
222 5 1
226 8 1
392 7 0
390 10 1
394 9 1
200 10 0
390 4 0
350 9 0
408 15 1
392 3 0
220 15 0
372 9 0
492 2 0
370 2 0
222 0 1
382 7 1
420 9 0
372 12 0
212 1 0
196 14 1
402 9 1
348 14 0
616 15 0
348 9 1
202 13 1
408 4 0
418 2 0
200 15 0
398 1 1
204 11 0
420 3 0
374 14 1
380 4 0
448 12 0
364 1 0
396 3 0
374 2 1
458 11 0
216 11 0
220 1 1
446 15 0
196 5 0
366 11 0
400 14 0
216 10 1
374 2 0
426 3 0
416 3 0
374 2 1
372 15 0
226 12 0
216 3 0
504 6 0
218 4 1
648 7 1
372 5 1
218 2 1
570 9 1
218 0 1
378 14 1
364 3 0
220 2 1
374 2 0
376 0 1
218 2 0
220 6 0
438 3 0
204 12 1
416 9 0
376 4 1
376 13 0
216 2 0
220 5 1
422 4 0
374 7 1
222 11 0
208 1 0
352 2 0
406 15 0
510 8 0
218 1 0
202 15 0
808 9 0
198 8 1
198 2 0
200 4 1
424 6 0
218 15 1
406 6 0
396 8 0
398 0 0
412 4 0
406 14 0
200 4 1
452 9 1
216 12 1
222 0 1
198 2 0
450 8 0
224 12 1
430 14 0
434 9 0
832 12 0
416 5 1
222 1 0
426 2 0
418 14 1
426 5 1
220 2 1
434 11 0
406 5 1
446 5 1
422 6 0
424 11 1
418 14 0
220 1 0
414 8 0
226 14 1
426 14 1
200 1 0
434 10 0
196 9 0
238 5 0
406 6 1
394 0 0
398 2 0
442 4 0
404 2 0
198 12 1
348 9 1
388 4 1
240 0 0
198 6 1
398 12 0
196 11 0
224 2 1
404 6 0
546 4 1
236 11 0
350 10 0
582 7 0
400 2 1
198 6 1
472 2 0
202 15 0
396 1 1
428 12 0
422 8 1
422 7 0
222 2 1
500 12 0
372 15 0
222 6 0
364 9 1
420 13 1
370 9 1
412 8 0
208 14 0
450 12 0
222 11 1
226 14 0
210 10 0
352 3 0
418 12 1
356 9 0
432 1 0
202 15 0
